case_id,text_en,source,label_category_gold,label_triage_gold,red_flags_gold
fire_nu_tr_0009,"Elektrikli supurgem biraz kokulu calisiyor, normal mi diye sormak istedim.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_en_0030,"Cooked fried food, oil splattered, tablecloth singed a bit. Cleaning.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0178,"Klimam biraz cizirdadi, elektrik kesildi hemen kapandi. Yangin yok. Kontrol altinda sanirim.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0127,"Arabamin egzozu biraz duman yapti, servise gitmeliyim mi diye soracaktim.",fire_synthetic_v1,fire,NON_URGENT,0
fire_cr_tr_0043,"Benzin istasyonunda yangin basladi, cevreye yayilabilir!",fire_synthetic_v1,fire,CRITICAL,1
fire_cr_tr_0055,Apartmanda buyuk yangin var! Dumanda nefes alamiyorum! Merdivenler kapali!,fire_synthetic_v1,fire,CRITICAL,1
fire_ur_en_0144,"Kitchen fire downstairs, not sure if fire department was called.",fire_synthetic_v1,fire,URGENT,0
fire_cr_tr_0098,"Endustriyel tesiste patlama oldu, yaralilar var!",fire_synthetic_v1,fire,CRITICAL,1
fire_ur_tr_0094,"Baca dumani cok yogun, evde panik var ama alev gormedik.",fire_synthetic_v1,fire,URGENT,0
fire_nu_tr_0042,"Aksam ocakta tavaya az biraz yag dustu, hemen kapak kapattim. Simdi iyi. Panik etmiyorum.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0204,"Sokakta bir cop kutusunda hafif duman vardi, sondurdum su doktum. Teskilata haber vermeliyim mi?",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0132,"Kiraci tasinirken birkac balon patlatti, sesi yangin sandim. Yangin yok.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_en_0265,"Lots of smoke from the chimney, haven't cleaned it in a year. No danger now.",fire_synthetic_v1,fire,NON_URGENT,0
fire_ur_en_0137,"Sparks from an outlet, light smoke. Turned breaker off but I'm worried.",fire_synthetic_v1,fire,URGENT,0
fire_cr_tr_0054,Evimde yangin var! Alevler mutfaktan salona yayiliyor! Lutfen hemen gelin!,fire_synthetic_v1,fire,CRITICAL,1
fire_ur_tr_0134,"Benzin istasyonunda duman gordum digerlerine soyle diyorum, yangin varsa buyuk olur.",fire_synthetic_v1,fire,URGENT,0
fire_cr_tr_0004,"Dogalgaz sizintisi ve kivilcim gordum, patlama olabilir! Acele!",fire_synthetic_v1,fire,CRITICAL,1
fire_nu_en_0022,"A bit of oil dripped on the stove, I put the lid on. All fine now.",fire_synthetic_v1,fire,NON_URGENT,0
fire_ur_tr_0063,"Cop kutusu yangini apartman holunde, kucuk ama yanimda sondurucu yok. Panik etmiyorum.",fire_synthetic_v1,fire,URGENT,0
fire_ur_tr_0100,"Evimden cikarken pirizde kicramagi gordum, simdi uzaktayim, birine haber verin. Panik etmiyorum.",fire_synthetic_v1,fire,URGENT,0
fire_nu_tr_0253,"Arkadasim sonucta bir mum yakti yanimda, akladi ama temizledim. Alev yok.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0091,Sigara kullanmiyorum ama apartmanda birinden koku geliyor. Yonetim mi?,fire_synthetic_v1,fire,NON_URGENT,0
fire_ur_en_0078,"Trash can fire in the lobby, small but I don't have an extinguisher. Not urgent.",fire_synthetic_v1,fire,URGENT,0
fire_nu_en_0234,"Kid was playing with a lighter toy, no real lighter, just caught a smell.",fire_synthetic_v1,fire,NON_URGENT,0
fire_cr_en_0083,"Car is burning, gas tank may explode! Keep away!",fire_synthetic_v1,fire,CRITICAL,1
fire_cr_en_0048,"My child is trapped in a room, flames at the door! Save them please!",fire_synthetic_v1,fire,CRITICAL,1
fire_nu_tr_0096,"Komsumun camasir kazani bozulmus, motor biraz kokulu. Ben aramadim zaten.",fire_synthetic_v1,fire,NON_URGENT,0
fire_ur_tr_0008,"Komsumun evinden simdi alarm sesi geliyor, cevap vermedi kapiyi calisam. Teskilata haber vermeliyim mi?",fire_synthetic_v1,fire,URGENT,0
fire_ur_tr_0014,"Benzin istasyonunda duman gordum digerlerine soyle diyorum, yangin varsa buyuk olur. Durum stabil.",fire_synthetic_v1,fire,URGENT,0
fire_nu_tr_0218,"Klimam biraz cizirdadi, elektrik kesildi hemen kapandi. Yangin yok. Acelem yok.",fire_synthetic_v1,fire,NON_URGENT,0
fire_ur_tr_0161,"Elektrikli battaniyem kokmaya basladi, fisten cektim ama yatagim sicak.",fire_synthetic_v1,fire,URGENT,0
fire_nu_en_0197,"I tried burning an old box in the garage but I put it out, under control. Stable for now.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0284,"Sokakta bir cop kutusunda hafif duman vardi, sondurdum su doktum. Kontrol altinda sanirim.",fire_synthetic_v1,fire,NON_URGENT,0
fire_cr_tr_0058,"Dogalgaz sizintisi ve kivilcim gordum, patlama olabilir! Acele! Durum stabil.",fire_synthetic_v1,fire,CRITICAL,1
fire_ur_en_0077,"Sparks from an outlet, light smoke. Turned breaker off but I'm worried. Stable for now.",fire_synthetic_v1,fire,URGENT,0
fire_ur_tr_0093,"Cop kutusu yangini apartman holunde, kucuk ama yanimda sondurucu yok.",fire_synthetic_v1,fire,URGENT,0
fire_ur_tr_0013,"Bacadan cok duman cikiyor, komsularda panik. Alev henuz yok.",fire_synthetic_v1,fire,URGENT,0
fire_nu_tr_0088,"Ocakta ekmek kizarttim biraz fazla yandi, kokusu kaldi. Kapi pencere actim. Durum stabil.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_en_0145,"Lots of smoke from the chimney, haven't cleaned it in a year. No danger now.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0291,Sigara kullanmiyorum ama apartmanda birinden koku geliyor. Yonetim mi?,fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0172,"Kiraci tasinirken birkac balon patlatti, sesi yangin sandim. Yangin yok.",fire_synthetic_v1,fire,NON_URGENT,0
fire_ur_tr_0128,"Komsumun evinden simdi alarm sesi geliyor, cevap vermedi kapiyi calisam.",fire_synthetic_v1,fire,URGENT,0
fire_ur_en_0175,"Left home and saw a spark at the outlet, can someone check?",fire_synthetic_v1,fire,URGENT,0
fire_ur_en_0174,"Kitchen fire downstairs, not sure if fire department was called.",fire_synthetic_v1,fire,URGENT,0
fire_nu_tr_0005,"Soba dumani cok, bacayi bir yil oncesinden temizletmemistim. Tehlike yok simdi.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_en_0104,"Small smoke from a trash can on the street, I poured water on it.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_en_0103,"Fire alarm went off on its own, nothing here. Probably dead battery. Stable for now.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_en_0223,"Fire alarm went off on its own, nothing here. Probably dead battery.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_en_0036,Neighbor's washing machine motor smells a bit. I didn't call.,fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_en_0144,"Small smoke from a trash can on the street, I poured water on it. I'm not in a panic.",fire_synthetic_v1,fire,NON_URGENT,0
fire_cr_en_0033,"Fire in a weak-walled warehouse, chemicals inside! Not urgent.",fire_synthetic_v1,fire,CRITICAL,1
fire_ur_en_0149,"Saw smoke at a gas station, warning others, could become big if it's a fire.",fire_synthetic_v1,fire,URGENT,0
fire_ur_en_0178,"Heavy smoke from chimney, neighbors panicking. No visible flames yet.",fire_synthetic_v1,fire,URGENT,0
fire_nu_tr_0255,"Carsafim utu yaparken az yandi biraz, atabilirim. Tehlike yok. Teskilata haber vermeliyim mi?",fire_synthetic_v1,fire,NON_URGENT,0
fire_ur_en_0056,"Electric blanket started smelling, unplugged it. Bed is warm though.",fire_synthetic_v1,fire,URGENT,0
fire_ur_tr_0035,"Araba motorundan duman cikiyor, yanmiyor ama koku yogun.",fire_synthetic_v1,fire,URGENT,0
fire_nu_en_0100,"There's light smoke from my neighbor's cigarette, can't see anything. Not urgent.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0206,"Komsum odun sobasi kullaniyor, duman pencereme geliyor. Yangin yok. Panik etmiyorum.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_en_0224,"Small smoke from a trash can on the street, I poured water on it. Stable for now.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0281,Evimizin balkonunda mangal dumani var. Komsuyu haberdar ettim. Alev yok. Kontrol altinda sanirim.,fire_synthetic_v1,fire,NON_URGENT,0
fire_ur_tr_0061,"Mutfakta tavadaki yag alev aldi, sondurucu var kullaniyorum ama yardim cagrayim mi? Durum stabil.",fire_synthetic_v1,fire,URGENT,0
fire_nu_en_0229,"My vacuum smells a bit when running, is that normal? Stable for now.",fire_synthetic_v1,fire,NON_URGENT,0
fire_ur_en_0143,"Neighbor's alarm is going off, no one answers the door. Not urgent.",fire_synthetic_v1,fire,URGENT,0
fire_nu_tr_0205,"Soba dumani cok, bacayi bir yil oncesinden temizletmemistim. Tehlike yok simdi.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0137,"Garajda eski kutu yakmaya calistim ama sondurdum, kontrol altinda. Durum stabil.",fire_synthetic_v1,fire,NON_URGENT,0
fire_ur_tr_0126,"Elektrik panosu ugulduyor ve koku var, bir seyler yaniyor galiba. Acelem yok.",fire_synthetic_v1,fire,URGENT,0
fire_nu_tr_0216,"Komsumun camasir kazani bozulmus, motor biraz kokulu. Ben aramadim zaten. Acelem yok.",fire_synthetic_v1,fire,NON_URGENT,0
fire_cr_tr_0000,Evimde yangin var! Alevler mutfaktan salona yayiliyor! Lutfen hemen gelin!,fire_synthetic_v1,fire,CRITICAL,1
fire_cr_tr_0080,"Endustriyel tesiste patlama oldu, yaralilar var!",fire_synthetic_v1,fire,CRITICAL,1
fire_cr_tr_0002,"Araba yaniyor, benzin deposu patlayabilir! Yakindan uzaklasin!",fire_synthetic_v1,fire,CRITICAL,1
fire_cr_tr_0018,Evimde yangin var! Alevler mutfaktan salona yayiliyor! Lutfen hemen gelin! Durum stabil.,fire_synthetic_v1,fire,CRITICAL,1
fire_cr_tr_0008,"Endustriyel tesiste patlama oldu, yaralilar var!",fire_synthetic_v1,fire,CRITICAL,1
fire_nu_tr_0041,Evimizin balkonunda mangal dumani var. Komsuyu haberdar ettim. Alev yok.,fire_synthetic_v1,fire,NON_URGENT,0
fire_cr_en_0049,"Gas leak and I saw a spark, it may explode! Hurry!",fire_synthetic_v1,fire,CRITICAL,1
fire_nu_tr_0219,"Yangin alarmi yanlislikla calisiyor, hassas galiba. Yanginciyi aramali miyim?",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0047,"Arabamin egzozu biraz duman yapti, servise gitmeliyim mi diye soracaktim.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0207,"Arabamin egzozu biraz duman yapti, servise gitmeliyim mi diye soracaktim.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_en_0268,"I burned some toast on the stove, smell lingers. Opened windows. Not urgent.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0177,"Garajda eski kutu yakmaya calistim ama sondurdum, kontrol altinda.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0053,"Arkadasim sonucta bir mum yakti yanimda, akladi ama temizledim. Alev yok.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0048,"Ocakta ekmek kizarttim biraz fazla yandi, kokusu kaldi. Kapi pencere actim. Durum stabil.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_en_0192,"Tenant moving in set off some balloons, sounded like fire. No fire.",fire_synthetic_v1,fire,NON_URGENT,0
fire_ur_tr_0122,"Prizden kivilcim cikti, duman var hafif. Sigortayi kapattim ama endiseliyim.",fire_synthetic_v1,fire,URGENT,0
fire_nu_en_0228,"I burned some toast on the stove, smell lingers. Opened windows.",fire_synthetic_v1,fire,NON_URGENT,0
fire_ur_en_0118,"Heavy smoke from chimney, neighbors panicking. No visible flames yet.",fire_synthetic_v1,fire,URGENT,0
fire_nu_tr_0126,"Komsum odun sobasi kullaniyor, duman pencereme geliyor. Yangin yok.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0081,Evimizin balkonunda mangal dumani var. Komsuyu haberdar ettim. Alev yok.,fire_synthetic_v1,fire,NON_URGENT,0
fire_ur_tr_0190,"Evimden cikarken pirizde kicramagi gordum, simdi uzaktayim, birine haber verin.",fire_synthetic_v1,fire,URGENT,0
fire_ur_en_0022,"Washing machine smoked while running, I unplugged it. Smoke still lingers. Just informing.",fire_synthetic_v1,fire,URGENT,0
fire_nu_tr_0008,"Ocakta ekmek kizarttim biraz fazla yandi, kokusu kaldi. Kapi pencere actim. Kontrol altinda sanirim.",fire_synthetic_v1,fire,NON_URGENT,0
fire_cr_en_0035,"Explosion at an industrial facility, there are casualties!",fire_synthetic_v1,fire,CRITICAL,1
fire_ur_tr_0131,"Elektrikli battaniyem kokmaya basladi, fisten cektim ama yatagim sicak.",fire_synthetic_v1,fire,URGENT,0
fire_ur_en_0052,"Washing machine smoked while running, I unplugged it. Smoke still lingers.",fire_synthetic_v1,fire,URGENT,0
fire_ur_tr_0151,"Mutfakta tavadaki yag alev aldi, sondurucu var kullaniyorum ama yardim cagrayim mi?",fire_synthetic_v1,fire,URGENT,0
fire_ur_en_0116,"Electric blanket started smelling, unplugged it. Bed is warm though. Not urgent.",fire_synthetic_v1,fire,URGENT,0
fire_nu_tr_0211,Sigara kullanmiyorum ama apartmanda birinden koku geliyor. Yonetim mi?,fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0000,"Komsumdan sigara kokusu geliyor, hafif duman gibi ama gorunmuyor. Acil degil.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0248,"Ocakta ekmek kizarttim biraz fazla yandi, kokusu kaldi. Kapi pencere actim.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0043,Yangin detektoru kendi kendine calisti ama hicbir sey yok. Pil bitti galiba. Panik etmiyorum.,fire_synthetic_v1,fire,NON_URGENT,0
fire_ur_en_0170,"Car engine is smoking, not burning but strong smell. I'm not in a panic.",fire_synthetic_v1,fire,URGENT,0
fire_nu_tr_0138,"Klimam biraz cizirdadi, elektrik kesildi hemen kapandi. Yangin yok. Teskilata haber vermeliyim mi?",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_en_0194,"Kid was playing with a lighter toy, no real lighter, just caught a smell.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0242,"Aksam ocakta tavaya az biraz yag dustu, hemen kapak kapattim. Simdi iyi. Panik etmiyorum.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_en_0034,"Kid was playing with a lighter toy, no real lighter, just caught a smell. Just informing.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0160,"Komsumdan sigara kokusu geliyor, hafif duman gibi ama gorunmuyor. Acil degil.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0003,Yangin detektoru kendi kendine calisti ama hicbir sey yok. Pil bitti galiba.,fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_en_0068,"I burned some toast on the stove, smell lingers. Opened windows.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0006,"Komsum odun sobasi kullaniyor, duman pencereme geliyor. Yangin yok. Durum stabil.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0169,"Elektrikli supurgem biraz kokulu calisiyor, normal mi diye sormak istedim. Durum stabil.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0136,"Komsumun camasir kazani bozulmus, motor biraz kokulu. Ben aramadim zaten. Teskilata haber vermeliyim mi?",fire_synthetic_v1,fire,NON_URGENT,0
fire_cr_en_0086,"Huge flames on the building roof, units below affected! Not urgent.",fire_synthetic_v1,fire,CRITICAL,1
fire_nu_en_0184,"Small smoke from a trash can on the street, I poured water on it. I'm not in a panic.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0094,"Cocugum cakmak oyuncagi ile oynamis, cakmak yok ama kokusu bir an geldi.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_en_0260,"There's light smoke from my neighbor's cigarette, can't see anything. Not urgent.",fire_synthetic_v1,fire,NON_URGENT,0
fire_ur_tr_0001,"Mutfakta tavadaki yag alev aldi, sondurucu var kullaniyorum ama yardim cagrayim mi?",fire_synthetic_v1,fire,URGENT,0
fire_nu_tr_0057,"Garajda eski kutu yakmaya calistim ama sondurdum, kontrol altinda.",fire_synthetic_v1,fire,NON_URGENT,0
fire_ur_tr_0153,"Cop kutusu yangini apartman holunde, kucuk ama yanimda sondurucu yok.",fire_synthetic_v1,fire,URGENT,0
fire_nu_tr_0165,"Soba dumani cok, bacayi bir yil oncesinden temizletmemistim. Tehlike yok simdi.",fire_synthetic_v1,fire,NON_URGENT,0
fire_ur_tr_0121,"Mutfakta tavadaki yag alev aldi, sondurucu var kullaniyorum ama yardim cagrayim mi? Kontrol altinda sanirim.",fire_synthetic_v1,fire,URGENT,0
fire_cr_tr_0041,"Bina catisinda buyuk alev var, asagidaki daireler etkileniyor!",fire_synthetic_v1,fire,CRITICAL,1
fire_nu_en_0026,"My neighbor uses a wood stove, smoke reaches my window. No fire.",fire_synthetic_v1,fire,NON_URGENT,0
fire_ur_en_0139,"Heavy chimney smoke, household is panicking. No flames.",fire_synthetic_v1,fire,URGENT,0
fire_ur_tr_0002,"Prizden kivilcim cikti, duman var hafif. Sigortayi kapattim ama endiseliyim. Durum stabil.",fire_synthetic_v1,fire,URGENT,0
fire_cr_tr_0025,"Benzin istasyonunda yangin basladi, cevreye yayilabilir!",fire_synthetic_v1,fire,CRITICAL,1
fire_ur_en_0114,"Kitchen fire downstairs, not sure if fire department was called. I'm not in a panic.",fire_synthetic_v1,fire,URGENT,0
fire_ur_tr_0130,"Evimden cikarken pirizde kicramagi gordum, simdi uzaktayim, birine haber verin.",fire_synthetic_v1,fire,URGENT,0
fire_nu_tr_0090,"Mutfakta piyaz kizarttim yag siciradi, masa orortusu hafif simsekti. Temizliyorum simdi.",fire_synthetic_v1,fire,NON_URGENT,0
fire_ur_tr_0133,"Bacadan cok duman cikiyor, komsularda panik. Alev henuz yok.",fire_synthetic_v1,fire,URGENT,0
fire_cr_tr_0075,"Cocugum odada mahsur, alev kapinin onunde! Kurtarin lutfen! Kontrol altinda sanirim.",fire_synthetic_v1,fire,CRITICAL,1
fire_ur_tr_0186,"Elektrik panosu ugulduyor ve koku var, bir seyler yaniyor galiba. Durum stabil.",fire_synthetic_v1,fire,URGENT,0
fire_cr_tr_0042,"Zayif duvarli depoda yangin, icinde kimyasal var!",fire_synthetic_v1,fire,CRITICAL,1
fire_nu_tr_0297,"Garajda eski kutu yakmaya calistim ama sondurdum, kontrol altinda. Panik etmiyorum.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0251,Sigara kullanmiyorum ama apartmanda birinden koku geliyor. Yonetim mi?,fire_synthetic_v1,fire,NON_URGENT,0
fire_ur_tr_0129,"Alt katta mutfak yangini oldu duyuyoruz, belediye arandi mi bilmem.",fire_synthetic_v1,fire,URGENT,0
fire_nu_en_0142,"A bit of oil dripped on the stove, I put the lid on. All fine now. Not urgent.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_en_0033,"Friend lit a candle next to me, blew it out. No flame now.",fire_synthetic_v1,fire,NON_URGENT,0
fire_ur_tr_0123,"Cop kutusu yangini apartman holunde, kucuk ama yanimda sondurucu yok.",fire_synthetic_v1,fire,URGENT,0
fire_nu_tr_0171,Sigara kullanmiyorum ama apartmanda birinden koku geliyor. Yonetim mi?,fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0290,"Mutfakta piyaz kizarttim yag siciradi, masa orortusu hafif simsekti. Temizliyorum simdi.",fire_synthetic_v1,fire,NON_URGENT,0
fire_cr_tr_0092,"Araba yaniyor, benzin deposu patlayabilir! Yakindan uzaklasin! Durum stabil.",fire_synthetic_v1,fire,CRITICAL,1
fire_nu_en_0021,"BBQ smoke from our balcony, I warned the neighbors. No flames. Stable for now.",fire_synthetic_v1,fire,NON_URGENT,0
fire_ur_en_0028,"Heavy smoke from chimney, neighbors panicking. No visible flames yet.",fire_synthetic_v1,fire,URGENT,0
fire_ur_en_0076,"Grease fire on the stove, I'm using an extinguisher. Should I call for help?",fire_synthetic_v1,fire,URGENT,0
fire_ur_en_0140,"Car engine is smoking, not burning but strong smell. Not urgent.",fire_synthetic_v1,fire,URGENT,0
fire_nu_en_0039,"Fire alarm triggering by itself, seems oversensitive. Should I call?",fire_synthetic_v1,fire,NON_URGENT,0
fire_cr_en_0081,My house is on fire! Flames spreading from kitchen to living room! Please come!,fire_synthetic_v1,fire,CRITICAL,1
fire_nu_en_0065,"Lots of smoke from the chimney, haven't cleaned it in a year. No danger now. Just informing.",fire_synthetic_v1,fire,NON_URGENT,0
fire_ur_tr_0096,"Elektrik panosu ugulduyor ve koku var, bir seyler yaniyor galiba.",fire_synthetic_v1,fire,URGENT,0
fire_ur_tr_0004,"Baca dumani cok yogun, evde panik var ama alev gormedik.",fire_synthetic_v1,fire,URGENT,0
fire_ur_en_0136,"Grease fire on the stove, I'm using an extinguisher. Should I call for help?",fire_synthetic_v1,fire,URGENT,0
fire_nu_en_0024,"Small smoke from a trash can on the street, I poured water on it.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_en_0270,"Cooked fried food, oil splattered, tablecloth singed a bit. Cleaning. Just informing.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0215,"Carsafim utu yaparken az yandi biraz, atabilirim. Tehlike yok. Kontrol altinda sanirim.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0240,"Komsumdan sigara kokusu geliyor, hafif duman gibi ama gorunmuyor. Acil degil.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_tr_0086,"Komsum odun sobasi kullaniyor, duman pencereme geliyor. Yangin yok.",fire_synthetic_v1,fire,NON_URGENT,0
fire_nu_en_0272,"Tenant moving in set off some balloons, sounded like fire. No fire. I'm not in a panic.",fire_synthetic_v1,fire,NON_URGENT,0
fire_ur_tr_0181,"Mutfakta tavadaki yag alev aldi, sondurucu var kullaniyorum ama yardim cagrayim mi?",fire_synthetic_v1,fire,URGENT,0
fire_nu_en_0231,"I don't smoke but someone in the building does, smell coming in.",fire_synthetic_v1,fire,NON_URGENT,0
fire_cr_tr_0091,Apartmanda buyuk yangin var! Dumanda nefes alamiyorum! Merdivenler kapali! Panik etmiyorum.,fire_synthetic_v1,fire,CRITICAL,1
fire_ur_tr_0032,"Prizden kivilcim cikti, duman var hafif. Sigortayi kapattim ama endiseliyim.",fire_synthetic_v1,fire,URGENT,0
fire_nu_en_0264,"Small smoke from a trash can on the street, I poured water on it. Just informing.",fire_synthetic_v1,fire,NON_URGENT,0
fire_ur_en_0176,"Electric blanket started smelling, unplugged it. Bed is warm though.",fire_synthetic_v1,fire,URGENT,0
fire_ur_tr_0034,"Baca dumani cok yogun, evde panik var ama alev gormedik.",fire_synthetic_v1,fire,URGENT,0
fire_ur_en_0080,"Car engine is smoking, not burning but strong smell.",fire_synthetic_v1,fire,URGENT,0
fire_nu_tr_0179,"Yangin alarmi yanlislikla calisiyor, hassas galiba. Yanginciyi aramali miyim?",fire_synthetic_v1,fire,NON_URGENT,0
fire_cr_en_0052,"Fire started at a gas station, could spread to the area!",fire_synthetic_v1,fire,CRITICAL,1
fire_nu_en_0269,"My vacuum smells a bit when running, is that normal? Just informing.",fire_synthetic_v1,fire,NON_URGENT,0
fire_ur_tr_0101,"Elektrikli battaniyem kokmaya basladi, fisten cektim ama yatagim sicak.",fire_synthetic_v1,fire,URGENT,0
fire_cr_en_0029,"Car is burning, gas tank may explode! Keep away! Just informing.",fire_synthetic_v1,fire,CRITICAL,1
fire_ur_tr_0193,"Bacadan cok duman cikiyor, komsularda panik. Alev henuz yok. Kontrol altinda sanirim.",fire_synthetic_v1,fire,URGENT,0
fire_nu_en_0266,"My neighbor uses a wood stove, smoke reaches my window. No fire. I'm not in a panic.",fire_synthetic_v1,fire,NON_URGENT,0
fire_ur_tr_0042,"Yangin alarmi calisiyor ama net sebep yok, koridorda hafif duman hissediyorum. Teskilata haber vermeliyim mi?",fire_synthetic_v1,fire,URGENT,0
fire_cr_en_0050,"Huge flames on the building roof, units below affected!",fire_synthetic_v1,fire,CRITICAL,1
fire_cr_tr_0059,"Bina catisinda buyuk alev var, asagidaki daireler etkileniyor!",fire_synthetic_v1,fire,CRITICAL,1
