case_id,text_en,source,label_category_gold,label_triage_gold,red_flags_gold
synth_urgent_241,Can you send someone? There's a motorcycle accident in a parking lot. The rider is conscious but has road rash and can't move his arm.,synthetic_v1,medical,URGENT,0
synth_critical_27,Somebody call an ambulance! There's a hostage situation in an apartment building! A man with a gun has people trapped inside! Please hurry!,synthetic_v1,crime,CRITICAL,1
synth_urgent_180,"Hello, we need help. I found my male friend passed out at a grocery store. I think they might have taken some pills. They're breathing but I can't wake them up. Please send someone soon.",synthetic_v1,medical,URGENT,1
synth_urgent_118,Can you send someone? I found my male friend passed out at a restaurant. I think they might have taken some pills. They're breathing but I can't wake them up. Thank you.,synthetic_v1,medical,URGENT,1
synth_non_urgent_213,"Is this the non-emergency line? Anyway, I'd like to know if there's a warrant out for a traffic ticket I got. Can you help? Thank you for your help.",synthetic_v1,other,NON_URGENT,0
synth_non_urgent_211,"Hi, this is not an emergency but I want to report a package theft. My delivery was stolen from my porch at a daycare center about 5 minutes ago. Thank you for your help.",synthetic_v1,crime,NON_URGENT,0
synth_non_urgent_225,Someone left a backpack on the park bench at an office building. It's been there for a while. Probably just lost property. Thanks.,synthetic_v1,other,NON_URGENT,0
synth_critical_77,Please help! My 57 year old female collapsed and they're not breathing! I think they're having a heart attack! Please hurry! Send somebody fast!,synthetic_v1,medical,CRITICAL,1
synth_urgent_216,"Hello, we need help. I think my male friend is having a seizure. They're on the ground shaking on Main Street. This has happened before, they have epilepsy. Please send someone soon.",synthetic_v1,medical,URGENT,1
synth_critical_7,Oh my God! There's someone with a gun at a construction site! They're shooting! People are running! Send police now!,synthetic_v1,crime,CRITICAL,1
synth_urgent_17,Can you send someone? My 61 year old is having difficulty breathing. They have a history of COPD. Breathing is wheezy but they're conscious. Please send someone soon.,synthetic_v1,medical,URGENT,1
synth_urgent_4,There's a man exposing himself in the park at a park. There are children around. He's still there. How long will it take?,synthetic_v1,crime,URGENT,0
synth_urgent_224,"Hi, I need to report an emergency. Someone is vandalizing cars at a restaurant right now. They're smashing windows. I can see them from my apartment. How long will it take?",synthetic_v1,crime,URGENT,0
synth_non_urgent_27,"Hi, this is not an emergency but I want to report a lost dog. It's a golden retriever, no collar, wandering around in a parking lot. Thank you for your help.",synthetic_v1,other,NON_URGENT,0
synth_non_urgent_94,"Is this the non-emergency line? Anyway, I want to report a package theft. My delivery was stolen from my porch at a restaurant a couple of hours ago. Thanks.",synthetic_v1,crime,NON_URGENT,0
synth_urgent_102,911 what is your emergency? My 60 year old male is having an asthma attack. Their inhaler isn't working. They're breathing but it's labored. Please send someone soon.,synthetic_v1,medical,URGENT,1
synth_non_urgent_91,"Hi, this is not an emergency but Hello, I'm calling about fireworks in the neighborhood. People are setting them off at a construction site and it's not a holiday. No rush, just wanted to let you know.",synthetic_v1,other,NON_URGENT,0
synth_non_urgent_230,There's an abandoned car that's been parked on our street for over a week. License plate is covered.,synthetic_v1,other,NON_URGENT,0
synth_critical_3,Help us! There's been an explosion at a construction site! I can see a huge fire! People are running away screaming!,synthetic_v1,fire,CRITICAL,1
synth_non_urgent_74,"Is this the non-emergency line? Anyway, There's a traffic light that's not working at the intersection at a nursing home. It's blinking red. No rush, just wanted to let you know.",synthetic_v1,other,NON_URGENT,0
synth_urgent_223,A child about 5 years old is walking alone at a restaurant. No adult around. They look lost and scared.,synthetic_v1,other,URGENT,0
synth_urgent_163,911 what is your emergency? There's a small fire in a dumpster at a gym. It hasn't spread but there's a lot of smoke.,synthetic_v1,fire,URGENT,0
synth_urgent_232,Can you send someone? My 7 year old is having difficulty breathing. They have a history of COPD. Breathing is wheezy but they're conscious. Thank you.,synthetic_v1,medical,URGENT,1
synth_urgent_199,"Hello, we need help. I haven't heard from my elderly male neighbor in 3 days. Usually they're very active. I'm worried. Please send someone soon.",synthetic_v1,other,URGENT,0
synth_critical_5,Somebody call an ambulance! A child fell in the pool and they're drowning! We pulled them out but they're not breathing! in a dorm room! How long until someone gets here?,synthetic_v1,medical,CRITICAL,1
synth_urgent_142,"Hello, we need help. There are two people fighting at a grocery store. Punching each other. No weapons that I can see. One of them is bleeding from the nose.",synthetic_v1,crime,URGENT,0
synth_non_urgent_130,"Hi, this is not an emergency but There's a car I don't recognize parked on our street. It's been here for 3 days. Just wanted to let you know. Thanks.",synthetic_v1,other,NON_URGENT,0
synth_urgent_143,"Hello, we need help. There's been a car accident at a laundromat. Two cars involved. People are out of the vehicles, I think there are some injuries but everyone is conscious. How long will it take?",synthetic_v1,crime,URGENT,0
synth_non_urgent_66,"Hey, I'm calling about a non-emergency situation. I'd like to report my car was scratched in the parking lot at a construction site. Nobody was hurt, I just want to file a report.",synthetic_v1,crime,NON_URGENT,0
synth_urgent_14,A coworker is having a severe allergic reaction at a gas station. Their face is swelling up. They used their epipen already.,synthetic_v1,medical,URGENT,1
synth_urgent_165,Can you send someone? A coworker is having a severe allergic reaction at a construction site. Their face is swelling up. They used their epipen already. How long will it take?,synthetic_v1,medical,URGENT,1
synth_urgent_229,"Hello, we need help. A coworker is having a severe allergic reaction at a daycare center. Their face is swelling up. They used their epipen already.",synthetic_v1,medical,URGENT,1
synth_urgent_172,"Hi, I need to report an emergency. There's an elderly female who collapsed at home about 5 minutes ago. They're conscious now but very confused and weak. Please send someone soon.",synthetic_v1,medical,URGENT,0
synth_non_urgent_95,"Hey, I'm calling about a non-emergency situation. I want to report a pothole on the road in a parking lot. It's pretty big and could damage a car. Thanks.",synthetic_v1,other,NON_URGENT,0
synth_non_urgent_240,"Is this the non-emergency line? Anyway, There's a dog barking non-stop at a movie theater. It's been going on for about 10 minutes. The owner doesn't seem to be home. No rush, just wanted to let you know.",synthetic_v1,other,NON_URGENT,0
synth_urgent_67,My 32 year old female is having an asthma attack. Their inhaler isn't working. They're breathing but it's labored.,synthetic_v1,medical,URGENT,1
synth_urgent_225,"Hi, I need to report an emergency. There's a motorcycle accident at the shopping mall. The rider is conscious but has road rash and can't move his arm. How long will it take?",synthetic_v1,medical,URGENT,0
synth_critical_40,Help us! A child fell in the pool and they're drowning! We pulled them out but they're not breathing! at a park! Send somebody fast!,synthetic_v1,medical,CRITICAL,1
synth_urgent_240,911 what is your emergency? A car went off the road and hit a tree at a construction site. The driver is trapped but conscious and talking to us. How long will it take?,synthetic_v1,medical,URGENT,0
synth_non_urgent_174,"Hello, I'd like to report something. I have a small cut on my hand from a kitchen knife. It's not deep but it won't stop bleeding. Should I go to urgent care? No rush, just wanted to let you know.",synthetic_v1,medical,NON_URGENT,0
synth_critical_94,Oh my God! A child fell from the second floor window! They're on the ground not moving! There's blood! at a gym! Please hurry!,synthetic_v1,medical,CRITICAL,1
synth_critical_92,911 what is your emergency? A man just collapsed and he has no pulse! We're doing CPR! Send an ambulance to at an office building now! We need help now!,synthetic_v1,medical,CRITICAL,1
synth_critical_10,911 what is your emergency? Someone went under the water at the lake and hasn't come back up! It's been almost 2 minutes! at a park! How long until someone gets here?,synthetic_v1,medical,CRITICAL,1
synth_urgent_159,Can you send someone? My 78 year old is having difficulty breathing. They have a history of COPD. Breathing is wheezy but they're conscious.,synthetic_v1,medical,URGENT,1
synth_urgent_124,911 what is your emergency? There's a road rage incident at a daycare center. Two drivers got out and are arguing. It's getting physical. I don't see weapons. How long will it take?,synthetic_v1,crime,URGENT,0
synth_non_urgent_59,"Hello, I'd like to report something. There's someone going door to door selling stuff. They seem legit but I wanted to let you know. Thanks.",synthetic_v1,other,NON_URGENT,0
synth_urgent_198,911 what is your emergency? I haven't heard from my elderly female neighbor in 3 days. Usually they're very active. I'm worried. How long will it take?,synthetic_v1,other,URGENT,0
synth_non_urgent_163,There's someone going door to door selling stuff. They seem legit but I wanted to let you know. Thank you for your help.,synthetic_v1,other,NON_URGENT,0
synth_critical_36,911 what is your emergency? There's a hostage situation at the shopping mall! A man with a gun has people trapped inside! Please hurry! How long until someone gets here?,synthetic_v1,crime,CRITICAL,1
synth_urgent_109,911 what is your emergency? My 66 year old male is having an asthma attack. Their inhaler isn't working. They're breathing but it's labored.,synthetic_v1,medical,URGENT,1
synth_non_urgent_194,"Is this the non-emergency line? Anyway, I twisted my ankle in a parking lot this morning. I can still walk on it but it's swelling up. Do I need an ambulance? No rush, just wanted to let you know.",synthetic_v1,medical,NON_URGENT,0
synth_urgent_36,"Hello, we need help. There's an elderly male who collapsed at a laundromat this morning. They're conscious now but very confused and weak. Please send someone soon.",synthetic_v1,medical,URGENT,0
synth_urgent_152,"Hello, we need help. My 62 year old male is having chest pains. They started a couple of hours ago. They're conscious and breathing but in a lot of pain. How long will it take?",synthetic_v1,medical,URGENT,0
synth_urgent_47,"Hi, I need to report an emergency. I just saw someone shoplifting at the store in a parking lot. They ran out with merchandise. Heading north on foot.",synthetic_v1,crime,URGENT,0
synth_non_urgent_90,"Hello, I'd like to report something. Someone stole my bicycle from the rack at a warehouse. It happened sometime today. I just noticed it's gone. No rush, just wanted to let you know.",synthetic_v1,crime,NON_URGENT,0
synth_urgent_28,My 3 year old is having difficulty breathing. They have a history of COPD. Breathing is wheezy but they're conscious.,synthetic_v1,medical,URGENT,1
synth_critical_55,Help us! There's someone with a gun at a grocery store! They're shooting! People are running! Send police now! Send somebody fast!,synthetic_v1,crime,CRITICAL,1
synth_non_urgent_24,"Hi, this is not an emergency but Someone left a backpack on the park bench at a bar. It's been there for a while. Probably just lost property.",synthetic_v1,other,NON_URGENT,0
synth_non_urgent_15,"Hey, I'm calling about a non-emergency situation. I want to report a broken window at my house. I think someone threw a rock at it. Nobody is here now.",synthetic_v1,crime,NON_URGENT,0
synth_non_urgent_65,I want to report a package theft. My delivery was stolen from my porch at a hotel about 5 minutes ago. Thank you for your help.,synthetic_v1,crime,NON_URGENT,0
synth_non_urgent_93,"Hi, this is not an emergency but I see some people taking pictures of houses in our neighborhood. They might be realtors but I wanted to report it. Thank you for your help.",synthetic_v1,other,NON_URGENT,0
synth_urgent_39,"Hello, we need help. I can hear yelling and things breaking in the apartment next door. It sounds like a bad fight. I don't think weapons are involved.",synthetic_v1,crime,URGENT,0
synth_urgent_129,"Hi, I need to report an emergency. My 9 year old child didn't come home from school. It's been 2 hours. Their phone goes to voicemail. Please send someone soon.",synthetic_v1,other,URGENT,0
synth_non_urgent_83,"Hello, I'd like to report something. I accidentally called 911. Everything is okay, no emergency here. Sorry about that. Thanks.",synthetic_v1,other,NON_URGENT,0
synth_critical_50,Please help! My female has severe anaphylaxis! Their throat is closing up! The epipen isn't working! They can barely breathe!,synthetic_v1,medical,CRITICAL,1
synth_critical_18,911 what is your emergency? My house is on fire! The whole kitchen is in flames! I got the kids out but my male is still inside! How long until someone gets here?,synthetic_v1,fire,CRITICAL,1
synth_non_urgent_19,"Is this the non-emergency line? Anyway, I'd like to report my car was scratched in the parking lot in a parking lot. Nobody was hurt, I just want to file a report. No rush, just wanted to let you know.",synthetic_v1,crime,NON_URGENT,0
synth_urgent_197,"Hi, I need to report an emergency. There's a suspicious person looking into car windows in the parking lot at a laundromat. They've been at it for about 20 minutes. How long will it take?",synthetic_v1,crime,URGENT,0
synth_urgent_236,911 what is your emergency? A small kitchen fire at a restaurant at a warehouse. They put it out with an extinguisher but there's still smoke.,synthetic_v1,fire,URGENT,0
synth_critical_56,Please help! My husband is in cardiac arrest! He fell over and he's not breathing! I'm trying to do CPR!,synthetic_v1,medical,CRITICAL,1
synth_urgent_6,Can you send someone? Someone is vandalizing cars on Main Street right now. They're smashing windows. I can see them from my apartment.,synthetic_v1,crime,URGENT,0
synth_non_urgent_216,"Hello, I'd like to report something. There's an abandoned car that's been parked on our street for over a week. License plate is covered. Thank you for your help.",synthetic_v1,other,NON_URGENT,0
synth_non_urgent_55,"Is this the non-emergency line? Anyway, Someone left a backpack on the park bench at a bar. It's been there for a while. Probably just lost property.",synthetic_v1,other,NON_URGENT,0
synth_critical_37,There's been an explosion at a gas station! I can see a huge fire! People are running away screaming! Please hurry!,synthetic_v1,fire,CRITICAL,1
synth_non_urgent_186,"Hi, this is not an emergency but My car alarm keeps going off but nothing's wrong. I think the sensor is broken. Sorry for any calls about it. Thank you for your help.",synthetic_v1,other,NON_URGENT,0
synth_urgent_160,Can you send someone? I can hear yelling and things breaking in the apartment next door. It sounds like a bad fight. I don't think weapons are involved. Please send someone soon.,synthetic_v1,crime,URGENT,0
synth_non_urgent_161,"My mailbox was damaged overnight. Looks like somebody hit it with their car. No one is hurt. No rush, just wanted to let you know.",synthetic_v1,other,NON_URGENT,0
synth_urgent_217,911 what is your emergency? My 17 year old diabetic female is feeling very dizzy and shaky. Their blood sugar might be low. They're conscious.,synthetic_v1,medical,URGENT,0
synth_critical_89,Please help! A car exploded at a gas station! It's fully engulfed! The fire is spreading to other cars! I don't know if anyone was inside! Send somebody fast!,synthetic_v1,fire,CRITICAL,1
synth_critical_99,Somebody call an ambulance! There's been an explosion in a dorm room! I can see a huge fire! People are running away screaming! We need help now!,synthetic_v1,fire,CRITICAL,1
synth_urgent_48,"Hello, we need help. My 60 year old diabetic male is feeling very dizzy and shaky. Their blood sugar might be low. They're conscious.",synthetic_v1,medical,URGENT,0
synth_non_urgent_234,"Hi, this is not an emergency but There's a traffic light that's not working at the intersection at a hotel. It's blinking red.",synthetic_v1,other,NON_URGENT,0
synth_urgent_107,A car hit a pedestrian on Main Street. The person is sitting up and talking but their leg looks injured. They can't walk.,synthetic_v1,medical,URGENT,0
synth_non_urgent_201,"Hey, I'm calling about a non-emergency situation. I want to report a broken window at my house. I think someone threw a rock at it. Nobody is here now. Thanks.",synthetic_v1,crime,NON_URGENT,0
synth_urgent_114,911 what is your emergency? I think someone is trying to break into my neighbor's house on Main Street right now. I can see them at the back door. Please send someone soon.,synthetic_v1,crime,URGENT,0
synth_critical_30,Somebody call an ambulance! My house is on fire! The whole kitchen is in flames! I got the kids out but my female is still inside!,synthetic_v1,fire,CRITICAL,1
synth_non_urgent_238,"There's a car I don't recognize parked on our street. It's been here for 3 days. Just wanted to let you know. No rush, just wanted to let you know.",synthetic_v1,other,NON_URGENT,0
synth_urgent_245,911 what is your emergency? I found my female friend passed out on Main Street. I think they might have taken some pills. They're breathing but I can't wake them up. Please send someone soon.,synthetic_v1,medical,URGENT,1
synth_urgent_78,"Hello, we need help. I just saw someone shoplifting at the store on Main Street. They ran out with merchandise. Heading north on foot. Please send someone soon.",synthetic_v1,crime,URGENT,0
synth_critical_79,My male is choking and turning blue! I tried the Heimlich but it's not working! They can't breathe!,synthetic_v1,medical,CRITICAL,1
synth_urgent_93,"911 what is your emergency? A group of teenagers are fighting on Main Street. Maybe 5 or 6 of them. Fists only, no weapons that I can see. Please send someone soon.",synthetic_v1,crime,URGENT,0
synth_urgent_234,"Hello, we need help. I smell gas in my apartment building. It's strong. No flames but the smell is really bad. Thank you.",synthetic_v1,fire,URGENT,1
synth_urgent_16,"Hi, I need to report an emergency. There's a man exposing himself in the park at a hotel. There are children around. He's still there. Thank you.",synthetic_v1,crime,URGENT,0
synth_critical_33,Help us! My baby stopped breathing! They're turning blue! Oh God please send help! We're at a grocery store! Please hurry!,synthetic_v1,medical,CRITICAL,1
synth_non_urgent_134,"Hello, I'd like to report something. Our fire alarm went off but there's no fire. It was just cooking smoke. False alarm, sorry. No rush, just wanted to let you know.",synthetic_v1,fire,NON_URGENT,0
synth_urgent_29,911 what is your emergency? I haven't heard from my elderly male neighbor in 3 days. Usually they're very active. I'm worried. Thank you.,synthetic_v1,other,URGENT,0
synth_non_urgent_232,"Hey, I'm calling about a non-emergency situation. There's an abandoned car that's been parked on our street for over a week. License plate is covered.",synthetic_v1,other,NON_URGENT,0
synth_non_urgent_138,"Is this the non-emergency line? Anyway, I want to report loud construction noise at a nursing home. They've been drilling for about 2 minutes and it's past 10 PM.",synthetic_v1,other,NON_URGENT,0
synth_urgent_139,"Hi, I need to report an emergency. My female partner fell down the stairs at a grocery store. They hit their head. They're dizzy and confused but conscious. Please send someone soon.",synthetic_v1,medical,URGENT,0
synth_urgent_80,Can you send someone? A car went off the road and hit a tree in a dorm room. The driver is trapped but conscious and talking to us.,synthetic_v1,medical,URGENT,0
synth_critical_31,Oh my God! My female has severe anaphylaxis! Their throat is closing up! The epipen isn't working! They can barely breathe!,synthetic_v1,medical,CRITICAL,1
synth_non_urgent_11,"Hey, I'm calling about a non-emergency situation. Our fire alarm went off but there's no fire. It was just cooking smoke. False alarm, sorry. No rush, just wanted to let you know.",synthetic_v1,fire,NON_URGENT,0
synth_critical_64,My male has severe anaphylaxis! Their throat is closing up! The epipen isn't working! They can barely breathe! How long until someone gets here?,synthetic_v1,medical,CRITICAL,1
synth_critical_57,Somebody call an ambulance! There's an elderly male having a stroke I think. One side of their face is drooping and they can't speak. at a restaurant. Send somebody fast!,synthetic_v1,medical,CRITICAL,1
synth_non_urgent_64,"Hey, I'm calling about a non-emergency situation. There's a traffic light that's not working at the intersection at a bus stop. It's blinking red.",synthetic_v1,other,NON_URGENT,0
synth_non_urgent_118,"Is this the non-emergency line? Anyway, Hello, I'm calling about fireworks in the neighborhood. People are setting them off on the highway and it's not a holiday. Thanks.",synthetic_v1,other,NON_URGENT,0
synth_non_urgent_84,"Hi, this is not an emergency but I'm calling back to let you know the situation is resolved. My neighbor and I worked things out. No need to send anyone. Thank you for your help.",synthetic_v1,other,NON_URGENT,0
synth_critical_15,Oh my God! There's someone with a gun on Main Street! They're shooting! People are running! Send police now!,synthetic_v1,crime,CRITICAL,1
synth_non_urgent_113,"Hi, this is not an emergency but Someone knocked over the stop sign at the corner at a nursing home. It's lying on the ground.",synthetic_v1,other,NON_URGENT,0
synth_urgent_44,911 what is your emergency? A very intoxicated person is causing problems at an office building. They're yelling at people and throwing things. No weapons. Thank you.,synthetic_v1,crime,URGENT,0
synth_critical_24,There's a building fire at a bus stop! Flames coming from the windows! I think people are still inside! Send somebody fast!,synthetic_v1,fire,CRITICAL,1
synth_non_urgent_246,"Hey, I'm calling about a non-emergency situation. Hi, I found a wallet on the ground at a train station. It has ID in it. What should I do with it? Thank you for your help.",synthetic_v1,other,NON_URGENT,0
synth_urgent_61,Can you send someone? My male partner fell down the stairs at the shopping mall. They hit their head. They're dizzy and confused but conscious. Please send someone soon.,synthetic_v1,medical,URGENT,0
synth_urgent_90,"Hi, I need to report an emergency. I think my female friend is having a seizure. They're on the ground shaking on the highway. This has happened before, they have epilepsy. Please send someone soon.",synthetic_v1,medical,URGENT,1
synth_non_urgent_209,"Hey, I'm calling about a non-emergency situation. There's an abandoned car that's been parked on our street for over a week. License plate is covered. No rush, just wanted to let you know.",synthetic_v1,other,NON_URGENT,0
synth_urgent_151,"Hi, I need to report an emergency. Someone is vandalizing cars at a restaurant right now. They're smashing windows. I can see them from my apartment. Thank you.",synthetic_v1,crime,URGENT,0
synth_non_urgent_4,"Hi, this is not an emergency but I have a small cut on my hand from a kitchen knife. It's not deep but it won't stop bleeding. Should I go to urgent care?",synthetic_v1,medical,NON_URGENT,0
synth_urgent_81,"Hello, we need help. I can hear yelling and things breaking in the apartment next door. It sounds like a bad fight. I don't think weapons are involved. How long will it take?",synthetic_v1,crime,URGENT,0
synth_non_urgent_9,"Hey, I'm calling about a non-emergency situation. Someone knocked over the stop sign at the corner at a gym. It's lying on the ground. Thank you for your help.",synthetic_v1,other,NON_URGENT,0
synth_urgent_98,"There's been a car accident at a gas station. Two cars involved. People are out of the vehicles, I think there are some injuries but everyone is conscious.",synthetic_v1,crime,URGENT,0
synth_non_urgent_50,"Is this the non-emergency line? Anyway, I want to report a broken window at my house. I think someone threw a rock at it. Nobody is here now. Thanks.",synthetic_v1,crime,NON_URGENT,0
synth_critical_71,Please help! There's a hostage situation on the highway! A man with a gun has people trapped inside! Please hurry!,synthetic_v1,crime,CRITICAL,1
synth_critical_63,My husband is in cardiac arrest! He fell over and he's not breathing! I'm trying to do CPR!,synthetic_v1,medical,CRITICAL,1
synth_non_urgent_122,"Hey, I'm calling about a non-emergency situation. There's someone going door to door selling stuff. They seem legit but I wanted to let you know.",synthetic_v1,other,NON_URGENT,0
synth_non_urgent_126,"Hello, I'd like to report something. I found an open door at the business next to mine. The owner might have left it open. No signs of break in.",synthetic_v1,other,NON_URGENT,0
